Student_ID,Gender,Age,Semester,Study_Hours_Per_Day,Assignment_Load,Sleep_Hours,Attendance_Percentage,Screen_Time_Hours,Caffeine_Intake,Extracurricular_Hours,Exam_Pressure,Financial_Stress,Social_Support,Stress_Level
S706,Male,24,1,4.0,8,6.2,97,5.0,0,0,4,8,10,Medium
S707,Female,21,4,1.0,6,6.2,79,11.8,0,2,4,2,4,Low
S708,Female,24,4,6.6,7,6.5,79,6.5,0,3,10,8,1,High
S709,Female,19,4,5.0,10,7.3,94,4.6,1,3,6,3,8,Medium
S710,Male,23,6,7.2,5,7.6,77,8.4,2,1,1,10,1,Medium
S711,Female,19,2,5.9,8,6.5,94,8.3,3,1,6,4,5,High
S712,Male,24,3,6.2,10,6.0,100,5.9,1,0,7,9,8,High
S713,Male,22,8,5.2,8,8.8,82,4.5,0,5,7,4,4,Medium
S714,Female,21,4,2.1,10,6.7,74,7.1,4,0,7,1,1,High
S715,Female,23,1,5.3,7,6.9,98,6.6,3,3,2,8,8,Medium
S716,Male,18,1,8.0,7,4.1,78,5.3,1,2,5,4,2,High
S717,Male,21,5,4.8,3,4.0,94,6.6,4,5,10,1,8,Medium
S718,Female,24,3,8.3,7,6.5,76,7.5,2,5,8,1,2,High
S719,Female,23,6,2.5,9,5.6,67,6.2,2,3,5,10,9,Medium
S720,Male,24,2,4.4,10,8.4,86,8.1,5,0,9,6,1,High
S721,Male,21,6,2.8,8,6.9,67,8.0,2,2,3,9,2,High
S722,Male,19,6,7.3,4,8.9,99,5.0,0,5,8,10,4,Medium
S723,Male,20,6,3.4,5,4.6,97,6.5,5,3,5,1,2,Medium
S724,Female,20,8,5.9,8,8.0,97,6.8,4,0,8,9,9,High
S725,Female,21,6,4.4,2,6.7,77,5.3,3,0,2,7,3,Low
S726,Female,18,2,9.2,3,4.1,82,7.4,0,5,3,8,3,Medium
S727,Male,22,1,9.0,5,6.5,91,6.6,5,4,3,8,6,Medium
S728,Female,21,1,4.3,5,6.2,77,9.7,0,0,4,9,6,Medium
S729,Female,22,6,1.0,6,8.8,96,4.2,4,5,9,9,8,Medium
S730,Female,20,3,4.5,5,5.9,75,8.2,2,1,8,6,5,High
S731,Male,19,6,1.8,5,7.2,94,11.0,1,4,3,9,5,Medium
S732,Male,19,3,2.3,3,6.8,80,5.7,0,0,6,10,3,Medium
S733,Female,20,6,5.9,3,6.5,78,5.7,4,5,1,6,6,Low
S734,Male,20,8,6.0,9,9.0,75,6.6,4,2,2,1,7,Low
S735,Female,24,3,6.4,8,4.6,85,5.1,1,0,9,9,6,High
S736,Female,21,5,5.9,10,8.7,74,7.7,4,5,8,6,2,High
S737,Female,18,3,4.4,9,6.5,72,4.5,2,0,7,10,4,High
S738,Female,20,2,6.2,6,7.8,68,6.1,4,5,4,10,9,Medium
S739,Male,24,5,4.1,4,6.9,66,6.1,0,4,8,2,9,Low
S740,Female,19,8,4.9,6,9.0,97,6.5,0,5,6,7,3,Medium
S741,Female,20,7,4.3,6,5.5,65,8.5,2,2,6,5,8,Medium
S742,Male,19,8,4.6,7,5.5,93,9.6,2,1,7,7,3,High
S743,Male,19,4,7.8,5,5.6,95,3.3,4,2,2,10,7,Medium
S744,Male,18,7,7.0,5,5.5,91,8.6,1,4,8,10,3,High
S745,Male,19,7,1.1,5,7.8,100,4.6,3,0,5,10,5,Medium
S746,Female,22,8,6.5,4,6.5,66,5.1,0,1,5,5,8,Low
S747,Male,23,5,4.2,7,7.5,76,7.2,3,5,4,1,2,Medium
S748,Female,21,2,6.2,10,9.0,88,3.9,4,3,10,7,5,High
S749,Female,23,2,8.2,6,6.7,97,5.2,5,4,1,5,3,Medium
S750,Male,19,6,2.3,8,6.2,73,8.8,2,1,1,5,6,Low
S751,Female,23,6,4.7,1,8.8,83,4.1,2,4,2,9,4,Low
S752,Male,24,2,5.0,10,4.6,75,7.7,4,2,6,5,5,High
S753,Female,18,6,6.8,3,5.9,65,2.0,1,4,5,6,8,Low
S754,Female,20,3,5.4,2,7.2,78,7.8,1,4,4,4,9,Low
S755,Male,21,8,7.5,2,4.9,72,8.4,1,0,8,6,5,Medium
S756,Female,19,8,7.4,10,3.8,98,7.6,2,1,5,1,2,High
S757,Male,19,3,4.0,4,6.4,84,7.7,1,1,3,2,7,Low
S758,Male,18,1,4.0,8,5.5,92,7.1,0,1,2,1,9,Low
S759,Male,21,2,2.8,5,4.9,67,8.4,0,2,1,2,2,Low
S760,Male,22,4,2.7,3,7.5,87,7.9,0,0,3,5,10,Low
S761,Female,20,3,1.5,9,5.5,80,9.4,4,4,2,2,10,Low
S762,Male,22,4,3.0,4,5.8,83,7.9,1,4,1,2,4,Low
S763,Female,20,3,6.6,8,6.1,71,5.8,1,2,7,7,4,High
S764,Male,21,2,7.8,6,9.0,72,9.0,3,0,9,3,8,Medium
S765,Female,23,5,5.2,9,5.3,67,5.3,0,2,8,2,7,Medium
S766,Female,21,5,6.0,8,7.1,79,9.8,4,3,5,7,4,High
S767,Male,24,8,6.3,6,4.2,76,9.1,0,5,8,2,7,Medium
S768,Female,22,2,3.0,2,5.9,74,7.5,3,3,10,2,3,Medium
S769,Male,20,4,9.0,6,9.0,77,8.2,4,3,2,4,7,Low
S770,Female,20,5,4.6,7,7.3,87,8.8,3,5,10,7,8,High
S771,Female,19,8,4.4,2,9.0,72,7.5,2,3,8,4,3,Medium
S772,Male,18,1,6.0,2,7.5,96,7.8,5,0,3,7,10,Low
S773,Female,19,5,6.7,10,5.6,71,5.9,0,5,9,8,8,High
S774,Male,20,8,2.8,8,7.2,97,8.6,2,4,6,9,9,Medium
S775,Male,24,1,5.9,7,9.0,72,7.0,3,3,6,7,8,Medium
S776,Female,18,1,6.3,3,4.9,100,6.2,5,2,3,8,7,Medium
S777,Male,20,7,6.4,8,7.8,72,6.4,4,5,8,9,9,High
S778,Female,21,3,4.9,9,4.2,68,6.3,3,2,8,10,7,High
S779,Female,24,5,6.8,6,7.4,68,8.0,0,4,1,3,6,Low
S780,Female,24,1,5.1,6,6.5,89,5.7,0,3,6,6,7,Medium
S781,Female,18,4,6.4,4,7.1,80,8.0,5,2,10,2,2,High
S782,Female,18,6,3.9,3,3.3,66,9.2,4,2,1,8,7,Medium
S783,Female,20,1,4.0,8,5.2,66,8.4,2,3,10,7,6,High
S784,Male,24,8,4.2,2,8.1,78,8.2,2,3,9,6,3,Medium
S785,Female,20,7,6.4,4,4.5,96,9.4,5,0,9,4,5,High
S786,Female,18,5,5.5,10,5.9,90,7.3,1,4,2,10,2,High
S787,Female,20,2,1.4,10,7.1,98,4.9,3,3,4,6,2,Medium
S788,Female,22,5,2.3,7,4.2,99,9.2,2,1,7,7,5,High
S789,Female,23,3,3.7,1,8.8,98,5.9,1,4,8,4,8,Low
S790,Female,23,7,1.6,10,4.8,68,9.5,4,1,6,8,3,High
S791,Male,19,5,4.7,7,5.7,91,7.3,2,0,4,7,5,Medium
S792,Female,23,3,6.0,5,8.2,80,9.9,3,1,2,3,4,Low
S793,Male,19,5,4.3,8,4.5,96,6.2,4,3,7,1,4,Medium
S794,Male,20,3,5.5,1,5.1,81,5.1,2,5,9,3,1,Medium
S795,Female,24,1,5.7,1,6.4,70,7.1,2,4,5,2,7,Low
S796,Female,23,2,3.5,7,6.2,73,5.2,1,0,10,9,2,High
S797,Female,21,2,6.8,4,8.1,72,3.3,2,2,10,7,4,Medium
S798,Female,19,3,3.1,2,4.3,76,5.7,1,2,8,7,5,Medium
S799,Male,21,6,4.8,2,4.3,85,5.2,4,3,8,4,5,Medium
S800,Male,20,8,3.0,6,6.8,84,7.1,0,5,10,1,1,Medium
